Genero,Edad,RangoEdad,EstadoCivil,Tienda,Categoria,Precio
Mujer,60,Adulto,Casado,San Juan de Miraflores,Historia,372
Hombre,26,Joven,Soltero,La Molina,Historia,190.67
Mujer,38,Adulto,Soltero,Surquillo,Tecnologia,52.8
Hombre,29,Joven,Casado,Surquillo,Tecnologia,376
Mujer,25,Joven,Casado,Centro de Lima,Academico,118.4
Mujer,30,Joven,Casado,San Borja,Tecnologia,262
Hombre,40,Adulto,Casado,Jesus Maria,Tecnologia,172
Mujer,40,Adulto,Soltero,Chorrillos,Academico,68
Mujer,57,Adulto,Soltero,La Molina,Infantil,576
Hombre,33,Adulto,Casado,Chorrillos,Historia,504
Mujer,48,Adulto,Casado,La Molina,Autoayuda,496
Hombre,48,Adulto,Casado,Santiago de Surco,Empresas,332
Hombre,45,Adulto,Casado,Chorrillos,Tecnologia,240
Mujer,31,Adulto,Soltero,San Borja,Novelas,13.33
Hombre,55,Adulto,Casado,Miraflores,Empresas,200
Hombre,21,Joven,Casado,Centro de Lima,Tecnologia,122.4
Hombre,56,Adulto,Casado,Centro de Lima,Nutricion,124
Hombre,40,Adulto,Casado,Miraflores,Academico,104
Mujer,37,Adulto,Casado,Surquillo,Humanidad,109.6
Hombre,30,Joven,Soltero,Los Olivos,Humanidad,69.33
Mujer,35,Adulto,Casado,Chorrillos,Historia,40.8
Hombre,32,Adulto,Casado,San Borja,Humanidad,29
Hombre,54,Adulto,Soltero,Santiago de Surco,Empresas,18.4
Mujer,43,Adulto,Soltero,San Borja,Autoayuda,274
Hombre,59,Adulto,Soltero,Magdalena,Novelas,38
Hombre,22,Joven,Casado,Surquillo,Programación,260
Mujer,57,Adulto,Casado,Surquillo,Infantil,178
Mujer,53,Adulto,Soltero,Los Olivos,Comics,109
Mujer,55,Adulto,Casado,Surquillo,Academico,32
Hombre,59,Adulto,Casado,Santiago de Surco,Literatura  Peruana,412
Mujer,41,Adulto,Soltero,La Molina,Tecnologia,30.67
Mujer,29,Joven,Casado,San Borja,Historia,52
Hombre,24,Joven,Soltero,San Isidro,Humanidad,18
Mujer,55,Adulto,Soltero,Surquillo,Novelas,106.67
Mujer,40,Adulto,Casado,Magdalena,Infantil,133
Mujer,22,Joven,Soltero,Centro de Lima,Historia,90.67
Hombre,48,Adulto,Soltero,Surquillo,Literatura Universal,46
Hombre,50,Adulto,Casado,San Juan de Miraflores,Novelas,58.4
Hombre,23,Joven,Soltero,Chorrillos,Infantil,105.33
Mujer,46,Adulto,Casado,Los Olivos,Literatura  Peruana,57.6
Hombre,50,Adulto,Soltero,Jesus Maria,Literatura  Peruana,168
Mujer,30,Joven,Casado,Jesus Maria,Historia,30.4
Hombre,44,Adulto,Casado,Los Olivos,Autoayuda,132
Hombre,48,Adulto,Casado,Santiago de Surco,Academico,153
Hombre,37,Adulto,Casado,San Borja,Academico,340
Mujer,32,Adulto,Soltero,Santiago de Surco,Programación,78.4
Hombre,36,Adulto,Soltero,Miraflores,Literatura Universal,34.4
Mujer,55,Adulto,Casado,San Borja,Programación,172
Hombre,35,Adulto,Casado,Surquillo,Humanidad,202.67
Hombre,45,Adulto,Soltero,San Borja,Academico,116
Mujer,39,Adulto,Soltero,La Molina,Programación,180
Mujer,21,Joven,Soltero,Santiago de Surco,Programación,32.8
Hombre,22,Joven,Casado,San Borja,Novelas,310
Mujer,59,Adulto,Casado,Santiago de Surco,Comics,173.33
Mujer,34,Adulto,Soltero,Jesus Maria,Infantil,155
Mujer,39,Adulto,Casado,Miraflores,Humanidad,109
Mujer,52,Adulto,Casado,Jesus Maria,Literatura Universal,212
Mujer,49,Adulto,Casado,Santiago de Surco,Humanidad,62
Mujer,36,Adulto,Soltero,Chorrillos,Historia,112
Hombre,24,Joven,Soltero,La Molina,Literatura Universal,33.6
Hombre,26,Joven,Casado,Chorrillos,Humanidad,72
Hombre,25,Joven,Casado,Chorrillos,Infantil,84
Hombre,42,Adulto,Soltero,Jesus Maria,Academico,155
Hombre,42,Adulto,Soltero,Santiago de Surco,Empresas,48
Mujer,38,Adulto,Soltero,San Juan de Miraflores,Literatura Universal,100
Mujer,49,Adulto,Soltero,Chorrillos,Historia,119
Mujer,37,Adulto,Casado,Santiago de Surco,Autoayuda,23.2
Mujer,27,Joven,Casado,San Borja,Nutricion,137.33
Mujer,45,Adulto,Soltero,Los Olivos,Humanidad,29.6
Hombre,29,Joven,Soltero,Santiago de Surco,Programación,58
Mujer,35,Adulto,Soltero,Miraflores,Academico,134
Mujer,24,Joven,Casado,Surquillo,Autoayuda,70
Mujer,46,Adulto,Casado,Jesus Maria,Nutricion,432
Mujer,47,Adulto,Soltero,Centro de Lima,Literatura Universal,508
Hombre,33,Adulto,Casado,Centro de Lima,Novelas,100
Hombre,42,Adulto,Soltero,Surquillo,Empresas,104
Mujer,54,Adulto,Soltero,San Borja,Literatura  Peruana,78.67
Mujer,34,Adulto,Soltero,Surquillo,Historia,17.6
Hombre,19,Joven,Casado,Chorrillos,Academico,95
Mujer,33,Adulto,Casado,Santiago de Surco,Literatura Universal,92
Hombre,42,Adulto,Soltero,Jesus Maria,Nutricion,152
Hombre,34,Adulto,Soltero,Centro de Lima,Tecnologia,472
Hombre,51,Adulto,Soltero,Chorrillos,Programación,133.33
Mujer,34,Adulto,Casado,San Borja,Humanidad,16
Mujer,33,Adulto,Casado,Jesus Maria,Programación,20
Mujer,58,Adulto,Soltero,San Juan de Miraflores,Literatura  Peruana,47
Hombre,52,Adulto,Casado,San Borja,Empresas,520
Mujer,29,Joven,Casado,Chorrillos,Historia,105
Mujer,25,Joven,Soltero,Santiago de Surco,Tecnologia,156
Hombre,52,Adulto,Soltero,Magdalena,Autoayuda,104
Hombre,22,Joven,Casado,San Isidro,Empresas,137.33
Mujer,47,Adulto,Casado,Chorrillos,Humanidad,21
Hombre,39,Adulto,Casado,Los Olivos,Infantil,153
Mujer,49,Adulto,Soltero,San Isidro,Literatura Universal,196
Hombre,26,Joven,Soltero,Surquillo,Tecnologia,118.67
Hombre,60,Adulto,Casado,La Molina,Novelas,56
Mujer,37,Adulto,Soltero,Magdalena,Humanidad,77.6
Mujer,50,Adulto,Soltero,Chorrillos,Nutricion,66.67
Hombre,24,Joven,Soltero,San Isidro,Autoayuda,528
Mujer,47,Adulto,Soltero,La Molina,Historia,290
Mujer,41,Adulto,Casado,Centro de Lima,Autoayuda,135
Hombre,37,Adulto,Casado,Los Olivos,Literatura Universal,108
Hombre,43,Adulto,Soltero,San Juan de Miraflores,Academico,456
Mujer,37,Adulto,Casado,San Isidro,Empresas,72
Mujer,43,Adulto,Soltero,Chorrillos,Programación,37
Hombre,55,Adulto,Soltero,San Borja,Literatura Universal,44
Mujer,31,Adulto,Casado,La Molina,Comics,133.33
Hombre,53,Adulto,Soltero,San Borja,Infantil,252
Hombre,55,Adulto,Soltero,Miraflores,Literatura Universal,36.8
Mujer,56,Adulto,Soltero,Magdalena,Novelas,292
Hombre,20,Joven,Soltero,San Isidro,Humanidad,122.67
Hombre,33,Adulto,Soltero,La Molina,Programación,146.67
Mujer,36,Adulto,Soltero,Surquillo,Comics,76
Mujer,38,Adulto,Casado,San Juan de Miraflores,Autoayuda,208
Mujer,34,Adulto,Soltero,San Borja,Novelas,60.8
Hombre,35,Adulto,Soltero,Miraflores,Tecnologia,68
Hombre,33,Adulto,Casado,Jesus Maria,Historia,152
Hombre,42,Adulto,Casado,Miraflores,Programación,146
Mujer,56,Adulto,Casado,Los Olivos,Academico,20.8
Mujer,29,Joven,Casado,Centro de Lima,Academico,192
Hombre,52,Adulto,Casado,San Isidro,Infantil,198
Mujer,54,Adulto,Casado,Miraflores,Literatura Universal,22.67
Hombre,60,Adulto,Casado,San Juan de Miraflores,Tecnologia,115
Hombre,54,Adulto,Soltero,San Juan de Miraflores,Historia,320
Hombre,18,Joven,Soltero,Miraflores,Programación,143
Hombre,39,Adulto,Soltero,San Isidro,Autoayuda,72
Hombre,54,Adulto,Casado,Jesus Maria,Historia,180
Hombre,25,Joven,Casado,Miraflores,Literatura  Peruana,28
Hombre,57,Adulto,Soltero,San Borja,Academico,100
Hombre,45,Adulto,Casado,Miraflores,Literatura Universal,312
Mujer,32,Adulto,Soltero,San Juan de Miraflores,Programación,26.4
Mujer,36,Adulto,Casado,Jesus Maria,Programación,42
Hombre,53,Adulto,Casado,Miraflores,Historia,86
Hombre,29,Joven,Soltero,Santiago de Surco,Infantil,96
Hombre,27,Joven,Casado,Miraflores,Empresas,153
Mujer,45,Adulto,Casado,San Borja,Empresas,468
Mujer,53,Adulto,Soltero,Miraflores,Historia,130.67
Mujer,38,Adulto,Soltero,San Isidro,Literatura  Peruana,80
Mujer,55,Adulto,Casado,San Juan de Miraflores,Nutricion,100
Hombre,59,Adulto,Casado,Jesus Maria,Infantil,145
Mujer,41,Adulto,Soltero,Surquillo,Nutricion,137.33
Mujer,55,Adulto,Soltero,Santiago de Surco,Novelas,81
Mujer,25,Joven,Casado,Santiago de Surco,Academico,68.8
Hombre,22,Joven,Casado,Miraflores,Humanidad,166
Hombre,42,Adulto,Soltero,Los Olivos,Novelas,88
Hombre,27,Joven,Casado,Magdalena,Programación,460
Mujer,47,Adulto,Soltero,Centro de Lima,Empresas,120
Hombre,23,Joven,Casado,Surquillo,Humanidad,64
Mujer,29,Joven,Casado,La Molina,Programación,51.2
Mujer,24,Joven,Casado,Los Olivos,Humanidad,436
Mujer,31,Adulto,Casado,La Molina,Historia,152
Mujer,35,Adulto,Soltero,Surquillo,Historia,214
Hombre,42,Adulto,Soltero,San Isidro,Literatura  Peruana,107.2
Mujer,45,Adulto,Casado,Magdalena,Infantil,113.6
Mujer,29,Joven,Soltero,La Molina,Programación,25.6
Mujer,41,Adulto,Soltero,Jesus Maria,Infantil,240
Hombre,44,Adulto,Soltero,Surquillo,Programación,14.67
Hombre,34,Adulto,Soltero,San Juan de Miraflores,Autoayuda,34.4
Hombre,46,Adulto,Casado,Centro de Lima,Literatura Universal,27
Hombre,18,Joven,Soltero,Centro de Lima,Novelas,404
Mujer,31,Adulto,Casado,Miraflores,Empresas,134
Hombre,36,Adulto,Soltero,San Borja,Autoayuda,36
Mujer,59,Adulto,Casado,San Borja,Humanidad,96
Hombre,25,Joven,Casado,Santiago de Surco,Historia,81.6
Mujer,55,Adulto,Soltero,Centro de Lima,Empresas,104
Mujer,37,Adulto,Soltero,San Borja,Comics,97
Mujer,37,Adulto,Casado,San Juan de Miraflores,Tecnologia,97
Mujer,53,Adulto,Soltero,San Borja,Nutricion,120
Mujer,52,Adulto,Casado,Magdalena,Tecnologia,108
Hombre,37,Adulto,Soltero,San Juan de Miraflores,Nutricion,304
Mujer,45,Adulto,Soltero,San Isidro,Empresas,112
Hombre,19,Joven,Casado,Los Olivos,Literatura Universal,440
Hombre,47,Adulto,Soltero,Centro de Lima,Autoayuda,268
Mujer,38,Adulto,Casado,Surquillo,Academico,124
Hombre,44,Adulto,Soltero,Chorrillos,Literatura  Peruana,100
Mujer,50,Adulto,Soltero,Chorrillos,Literatura Universal,96
Hombre,45,Adulto,Soltero,Chorrillos,Empresas,286
Mujer,34,Adulto,Casado,Santiago de Surco,Empresas,43.2
Hombre,46,Adulto,Casado,Surquillo,Literatura Universal,109
Hombre,22,Joven,Casado,Jesus Maria,Comics,84
Mujer,37,Adulto,Casado,Los Olivos,Empresas,208
Mujer,48,Adulto,Casado,San Borja,Literatura Universal,80
Hombre,18,Joven,Soltero,Surquillo,Tecnologia,82.4
Mujer,38,Adulto,Soltero,Santiago de Surco,Academico,200
Hombre,50,Adulto,Soltero,Magdalena,Autoayuda,596
Hombre,56,Adulto,Casado,Surquillo,Novelas,119
Hombre,28,Joven,Casado,San Borja,Nutricion,112.8
Mujer,40,Adulto,Casado,Magdalena,Empresas,18
Hombre,32,Adulto,Casado,Magdalena,Literatura Universal,344
Hombre,19,Joven,Soltero,La Molina,Historia,444
Hombre,25,Joven,Soltero,Santiago de Surco,Autoayuda,576
Hombre,27,Joven,Casado,Los Olivos,Tecnologia,400
Hombre,25,Joven,Soltero,La Molina,Academico,93.33
Hombre,60,Adulto,Casado,Jesus Maria,Empresas,60
Hombre,41,Adulto,Soltero,San Juan de Miraflores,Empresas,28
Hombre,24,Joven,Soltero,Chorrillos,Novelas,328
Hombre,46,Adulto,Casado,Jesus Maria,Tecnologia,18.4
Hombre,47,Adulto,Casado,Santiago de Surco,Tecnologia,197.33
Hombre,46,Adulto,Casado,San Juan de Miraflores,Comics,57.6
Hombre,44,Adulto,Casado,Miraflores,Empresas,368
Mujer,34,Adulto,Casado,Santiago de Surco,Infantil,185.33
Mujer,48,Adulto,Soltero,Chorrillos,Infantil,214
Hombre,38,Adulto,Casado,Surquillo,Academico,205.33
Mujer,26,Joven,Casado,Surquillo,Literatura Universal,181.33
Hombre,35,Adulto,Soltero,La Molina,Nutricion,48
Mujer,33,Adulto,Casado,Los Olivos,Infantil,64.8
Mujer,42,Adulto,Casado,Miraflores,Novelas,300
Hombre,37,Adulto,Casado,San Juan de Miraflores,Literatura Universal,83.2
Hombre,25,Joven,Soltero,Centro de Lima,Nutricion,90.67
Mujer,31,Adulto,Casado,Jesus Maria,Literatura Universal,160
Hombre,29,Joven,Casado,Centro de Lima,Literatura Universal,68
Hombre,55,Adulto,Soltero,Chorrillos,Autoayuda,142
Hombre,30,Joven,Casado,Chorrillos,Tecnologia,396
Mujer,37,Adulto,Soltero,Santiago de Surco,Empresas,96.8
Hombre,28,Joven,Soltero,San Juan de Miraflores,Infantil,192
Hombre,30,Joven,Casado,Jesus Maria,Tecnologia,63
Hombre,45,Adulto,Casado,San Isidro,Empresas,26
Hombre,23,Joven,Soltero,Miraflores,Autoayuda,118.67
Mujer,46,Adulto,Soltero,San Borja,Novelas,101.6
Hombre,26,Joven,Casado,San Juan de Miraflores,Tecnologia,188
Hombre,21,Joven,Casado,Magdalena,Literatura Universal,40
Mujer,48,Adulto,Casado,La Molina,Empresas,130.67
Mujer,47,Adulto,Casado,Jesus Maria,Literatura  Peruana,120
Hombre,54,Adulto,Casado,Santiago de Surco,Historia,468
Mujer,39,Adulto,Soltero,La Molina,Programación,8
Hombre,57,Adulto,Soltero,La Molina,Empresas,172
Hombre,58,Adulto,Casado,Santiago de Surco,Historia,52.8
Hombre,51,Adulto,Soltero,San Isidro,Empresas,193.33
Mujer,56,Adulto,Casado,Jesus Maria,Tecnologia,112
Mujer,37,Adulto,Soltero,Chorrillos,Humanidad,632
Hombre,39,Adulto,Soltero,Surquillo,Infantil,33.6
Hombre,24,Joven,Casado,Surquillo,Autoayuda,145.33
Mujer,44,Adulto,Casado,Miraflores,Literatura Universal,16
Hombre,57,Adulto,Casado,San Isidro,Comics,28
Hombre,43,Adulto,Casado,La Molina,Humanidad,308
Mujer,52,Adulto,Casado,Los Olivos,Novelas,182.67
Hombre,55,Adulto,Soltero,Surquillo,Autoayuda,43.2
Mujer,23,Joven,Casado,Surquillo,Humanidad,101
Mujer,47,Adulto,Casado,Los Olivos,Nutricion,316
Mujer,25,Joven,Soltero,Surquillo,Historia,103.2
Hombre,18,Joven,Soltero,Los Olivos,Novelas,104
Hombre,46,Adulto,Soltero,Los Olivos,Historia,528
Mujer,29,Joven,Casado,Centro de Lima,Autoayuda,64
Mujer,48,Adulto,Casado,Jesus Maria,Infantil,120
Hombre,27,Joven,Soltero,San Isidro,Novelas,120.8
Hombre,32,Adulto,Casado,Santiago de Surco,Empresas,130
Mujer,20,Joven,Soltero,San Isidro,Nutricion,37.33
Hombre,33,Adulto,Casado,Surquillo,Nutricion,272
Hombre,59,Adulto,Soltero,San Borja,Literatura  Peruana,92
Hombre,49,Adulto,Soltero,Chorrillos,Infantil,60
Mujer,25,Joven,Soltero,Miraflores,Autoayuda,296
Mujer,45,Adulto,Soltero,Los Olivos,Novelas,146
Mujer,26,Joven,Casado,Magdalena,Tecnologia,612
Mujer,60,Adulto,Casado,Surquillo,Tecnologia,23
Hombre,46,Adulto,Casado,Santiago de Surco,Literatura Universal,34.4
Hombre,22,Joven,Soltero,San Juan de Miraflores,Academico,316
Hombre,32,Adulto,Casado,La Molina,Novelas,36.8
Mujer,23,Joven,Soltero,Santiago de Surco,Empresas,556
Hombre,35,Adulto,Soltero,Chorrillos,Academico,114
Mujer,26,Joven,Casado,Surquillo,Humanidad,224
Hombre,54,Adulto,Soltero,Miraflores,Nutricion,23
Hombre,26,Joven,Casado,San Borja,Literatura Universal,85.33
Mujer,55,Adulto,Soltero,San Juan de Miraflores,Literatura  Peruana,36.8
Mujer,52,Adulto,Soltero,Surquillo,Historia,84
Mujer,45,Adulto,Casado,San Borja,Literatura Universal,102
Hombre,48,Adulto,Casado,San Juan de Miraflores,Literatura  Peruana,316
Mujer,22,Joven,Casado,La Molina,Nutricion,114.67
Mujer,49,Adulto,Soltero,Santiago de Surco,Humanidad,22
Mujer,36,Adulto,Soltero,La Molina,Nutricion,24
Mujer,31,Adulto,Casado,San Juan de Miraflores,Historia,206
Mujer,28,Joven,Soltero,Miraflores,Comics,268
Hombre,23,Joven,Soltero,Chorrillos,Novelas,280
Hombre,26,Joven,Casado,Miraflores,Comics,100
Mujer,47,Adulto,Casado,Chorrillos,Programación,212
Hombre,30,Joven,Casado,San Juan de Miraflores,Literatura  Peruana,84
Hombre,48,Adulto,Soltero,La Molina,Humanidad,155
Hombre,38,Adulto,Casado,La Molina,Literatura Universal,45.6
Mujer,19,Joven,Soltero,San Juan de Miraflores,Literatura  Peruana,137
Mujer,41,Adulto,Soltero,Santiago de Surco,Autoayuda,39.2
Mujer,19,Joven,Soltero,Miraflores,Academico,13.33
Mujer,18,Joven,Casado,La Molina,Academico,210.67
Mujer,41,Adulto,Casado,San Isidro,Literatura  Peruana,424
Hombre,36,Adulto,Soltero,Magdalena,Literatura Universal,86
Mujer,36,Adulto,Soltero,San Juan de Miraflores,Nutricion,36
Hombre,47,Adulto,Casado,Magdalena,Literatura  Peruana,174
Mujer,45,Adulto,Soltero,San Juan de Miraflores,Historia,72
Mujer,29,Joven,Casado,Centro de Lima,Novelas,101.6
Mujer,30,Joven,Soltero,Surquillo,Empresas,532
Hombre,58,Adulto,Soltero,San Isidro,Novelas,58.67
Hombre,41,Adulto,Casado,La Molina,Tecnologia,52
Mujer,37,Adulto,Soltero,San Borja,Nutricion,158
Mujer,41,Adulto,Casado,Los Olivos,Academico,100
Hombre,31,Adulto,Soltero,Magdalena,Novelas,368
Hombre,35,Adulto,Soltero,Santiago de Surco,Autoayuda,444
Mujer,42,Adulto,Casado,Los Olivos,Academico,50.67
Mujer,44,Adulto,Casado,Santiago de Surco,Nutricion,124
Hombre,60,Adulto,Soltero,Los Olivos,Nutricion,38.67
Mujer,47,Adulto,Soltero,Magdalena,Empresas,108.8
Hombre,25,Joven,Casado,Santiago de Surco,Academico,125.33
Hombre,59,Adulto,Casado,Jesus Maria,Academico,65
Hombre,18,Joven,Soltero,Santiago de Surco,Literatura  Peruana,160
Mujer,48,Adulto,Casado,San Juan de Miraflores,Tecnologia,96
Mujer,44,Adulto,Soltero,San Borja,Autoayuda,40
Mujer,42,Adulto,Soltero,La Molina,Academico,88
Mujer,29,Joven,Casado,San Borja,Literatura Universal,113.6
Mujer,45,Adulto,Soltero,Santiago de Surco,Infantil,292
Hombre,60,Adulto,Soltero,Jesus Maria,Humanidad,148
Hombre,52,Adulto,Soltero,La Molina,Autoayuda,316
Mujer,39,Adulto,Soltero,Santiago de Surco,Historia,68
Hombre,27,Joven,Soltero,Surquillo,Nutricion,30.67
Mujer,39,Adulto,Soltero,Santiago de Surco,Literatura Universal,46.4
Hombre,22,Joven,Casado,Chorrillos,Humanidad,141
Mujer,59,Adulto,Casado,Chorrillos,Literatura  Peruana,45.33
Mujer,28,Joven,Casado,Surquillo,Comics,214
Mujer,60,Adulto,Soltero,La Molina,Novelas,138.67
Mujer,43,Adulto,Casado,San Isidro,Nutricion,82.4
Mujer,47,Adulto,Casado,San Juan de Miraflores,Programación,80
Hombre,25,Joven,Soltero,San Borja,Comics,34
Hombre,29,Joven,Soltero,Santiago de Surco,Empresas,246
Hombre,21,Joven,Soltero,La Molina,Nutricion,82
Hombre,26,Joven,Casado,Chorrillos,Literatura  Peruana,153
Mujer,36,Adulto,Casado,Jesus Maria,Historia,193.33
Mujer,52,Adulto,Casado,San Borja,Programación,556
Hombre,42,Adulto,Casado,Santiago de Surco,Literatura Universal,209.33
Hombre,20,Joven,Casado,Magdalena,Nutricion,116
Hombre,47,Adulto,Casado,La Molina,Comics,134
Mujer,37,Adulto,Soltero,Santiago de Surco,Historia,74.67
Hombre,33,Adulto,Casado,Santiago de Surco,Programación,68
Hombre,48,Adulto,Soltero,Jesus Maria,Empresas,128
Mujer,29,Joven,Casado,Santiago de Surco,Comics,102.4
Mujer,27,Joven,Casado,Centro de Lima,Literatura Universal,264
Hombre,56,Adulto,Casado,San Borja,Nutricion,17
Hombre,57,Adulto,Casado,Surquillo,Empresas,103.2
Mujer,29,Joven,Casado,Miraflores,Programación,138
Hombre,35,Adulto,Soltero,Centro de Lima,Infantil,122.4
Mujer,24,Joven,Casado,La Molina,Nutricion,304
Hombre,59,Adulto,Soltero,Santiago de Surco,Historia,236
Mujer,18,Joven,Casado,Chorrillos,Literatura Universal,182
Mujer,55,Adulto,Casado,La Molina,Empresas,114
Mujer,23,Joven,Soltero,Surquillo,Literatura  Peruana,388
Hombre,51,Adulto,Casado,San Juan de Miraflores,Programación,36
Hombre,48,Adulto,Soltero,La Molina,Autoayuda,218
Hombre,22,Joven,Casado,San Isidro,Empresas,404
Hombre,57,Adulto,Soltero,La Molina,Novelas,306
Mujer,44,Adulto,Casado,Santiago de Surco,Tecnologia,100
Mujer,41,Adulto,Casado,Chorrillos,Humanidad,85.6
Hombre,51,Adulto,Soltero,San Isidro,Programación,124
Hombre,33,Adulto,Casado,Chorrillos,Nutricion,71.2
Mujer,43,Adulto,Soltero,Surquillo,Novelas,36
Mujer,43,Adulto,Soltero,Miraflores,Infantil,200
Hombre,29,Joven,Casado,Surquillo,Literatura  Peruana,58.67
Hombre,57,Adulto,Casado,San Isidro,Academico,102
Hombre,53,Adulto,Casado,San Juan de Miraflores,Autoayuda,137
Mujer,52,Adulto,Soltero,Centro de Lima,Nutricion,48
Hombre,43,Adulto,Casado,Magdalena,Humanidad,456
Hombre,27,Joven,Casado,San Borja,Nutricion,52
Hombre,29,Joven,Casado,Magdalena,Humanidad,89
Mujer,43,Adulto,Casado,San Isidro,Humanidad,74.67
Mujer,18,Joven,Soltero,Santiago de Surco,Comics,252
Mujer,48,Adulto,Casado,Santiago de Surco,Literatura  Peruana,142
Hombre,43,Adulto,Soltero,Surquillo,Academico,24.8
Mujer,18,Joven,Casado,Magdalena,Nutricion,226
Mujer,42,Adulto,Soltero,Santiago de Surco,Literatura Universal,412
Hombre,21,Joven,Soltero,Chorrillos,Nutricion,314
Hombre,38,Adulto,Casado,San Juan de Miraflores,Comics,169.33
Hombre,49,Adulto,Soltero,San Juan de Miraflores,Humanidad,102
Mujer,56,Adulto,Soltero,Surquillo,Empresas,290
Mujer,40,Adulto,Soltero,Los Olivos,Literatura  Peruana,43
Mujer,35,Adulto,Soltero,Los Olivos,Novelas,376
Hombre,57,Adulto,Casado,San Borja,Autoayuda,94
Hombre,30,Joven,Casado,Centro de Lima,Infantil,264
Hombre,24,Joven,Casado,Jesus Maria,Novelas,97.33
Hombre,49,Adulto,Casado,Miraflores,Programación,488
Hombre,22,Joven,Casado,Surquillo,Historia,105.6
Mujer,57,Adulto,Soltero,San Isidro,Comics,102
Hombre,36,Adulto,Soltero,Magdalena,Humanidad,78.67
Mujer,34,Adulto,Casado,La Molina,Empresas,292
Hombre,40,Adulto,Soltero,San Borja,Historia,52
Hombre,21,Joven,Soltero,Chorrillos,Autoayuda,159
Mujer,43,Adulto,Soltero,San Isidro,Historia,492
Hombre,49,Adulto,Casado,Santiago de Surco,Historia,72
Hombre,25,Joven,Casado,Centro de Lima,Empresas,56
Hombre,49,Adulto,Casado,Los Olivos,Academico,28
Mujer,19,Joven,Casado,Magdalena,Comics,65.6
Mujer,50,Adulto,Casado,Centro de Lima,Literatura  Peruana,55.2
Hombre,42,Adulto,Casado,San Isidro,Infantil,428
Mujer,48,Adulto,Casado,La Molina,Empresas,60
Hombre,55,Adulto,Casado,La Molina,Literatura  Peruana,20
Hombre,39,Adulto,Soltero,La Molina,Humanidad,274
Mujer,51,Adulto,Casado,San Isidro,Infantil,11
Hombre,33,Adulto,Casado,La Molina,Comics,28.8
Hombre,41,Adulto,Soltero,Miraflores,Nutricion,100
Hombre,48,Adulto,Soltero,Santiago de Surco,Empresas,121.6
Mujer,39,Adulto,Casado,Magdalena,Infantil,50.4
Mujer,37,Adulto,Soltero,Surquillo,Literatura  Peruana,9.6
Hombre,43,Adulto,Soltero,Magdalena,Empresas,54
Hombre,36,Adulto,Soltero,San Borja,Literatura  Peruana,33.6
Mujer,56,Adulto,Soltero,Los Olivos,Autoayuda,87
Hombre,21,Joven,Casado,San Isidro,Humanidad,544
Mujer,41,Adulto,Casado,Miraflores,Academico,98.4
Hombre,42,Adulto,Casado,Magdalena,Programación,37.33
Hombre,44,Adulto,Soltero,Santiago de Surco,Comics,74.67
Hombre,53,Adulto,Casado,San Juan de Miraflores,Literatura  Peruana,138
Hombre,29,Joven,Casado,Surquillo,Nutricion,500
Hombre,52,Adulto,Casado,San Juan de Miraflores,Tecnologia,101.33
Hombre,20,Joven,Casado,La Molina,Comics,72
Hombre,57,Adulto,Soltero,San Borja,Autoayuda,115
Hombre,20,Joven,Casado,La Molina,Comics,46
Hombre,25,Joven,Soltero,San Juan de Miraflores,Comics,124
Hombre,47,Adulto,Soltero,Chorrillos,Novelas,135
Hombre,32,Adulto,Soltero,Surquillo,Humanidad,98
Mujer,43,Adulto,Casado,Magdalena,Autoayuda,168
Mujer,45,Adulto,Soltero,La Molina,Tecnologia,424
Hombre,59,Adulto,Casado,Los Olivos,Literatura Universal,99.2
Hombre,26,Joven,Casado,Los Olivos,Nutricion,108
Hombre,47,Adulto,Soltero,Surquillo,Historia,24
Hombre,42,Adulto,Soltero,Chorrillos,Autoayuda,48
Hombre,36,Adulto,Soltero,Los Olivos,Comics,100
Mujer,46,Adulto,Casado,Santiago de Surco,Novelas,152
Hombre,29,Joven,Casado,Magdalena,Academico,222
Mujer,60,Adulto,Soltero,San Borja,Literatura  Peruana,188
Hombre,51,Adulto,Casado,Centro de Lima,Historia,198
Mujer,35,Adulto,Soltero,La Molina,Empresas,444
Mujer,20,Joven,Casado,San Juan de Miraflores,Nutricion,424
Mujer,49,Adulto,Soltero,Miraflores,Autoayuda,90.4
Mujer,39,Adulto,Soltero,Jesus Maria,Humanidad,312
Mujer,30,Joven,Soltero,San Juan de Miraflores,Academico,90
Hombre,29,Joven,Casado,Jesus Maria,Tecnologia,464
Hombre,25,Joven,Soltero,San Juan de Miraflores,Infantil,99.2
Hombre,20,Joven,Casado,Miraflores,Historia,164
Mujer,35,Adulto,Soltero,Magdalena,Autoayuda,130
Hombre,50,Adulto,Soltero,San Juan de Miraflores,Comics,188
Hombre,47,Adulto,Casado,Centro de Lima,Academico,132
Hombre,22,Joven,Soltero,Centro de Lima,Programación,80
Hombre,39,Adulto,Soltero,Surquillo,Comics,146.67
Mujer,20,Joven,Soltero,San Juan de Miraflores,Academico,298
Mujer,53,Adulto,Casado,Jesus Maria,Literatura Universal,280
Hombre,21,Joven,Soltero,Jesus Maria,Autoayuda,436
Hombre,43,Adulto,Casado,San Borja,Humanidad,82.67
Hombre,56,Adulto,Casado,San Borja,Humanidad,40
Hombre,28,Joven,Casado,San Borja,Nutricion,210.67
Hombre,26,Joven,Casado,Surquillo,Academico,70
